Province/State,Country/Region,Last Update,Confirmed,Suspected,Recovered,Death
Hebei,Mainland China,1/24/2020 12:00 AM,2.0,,,1.0
Ningxia,Mainland China,1/24/2020 12:00 AM,1.0,,,
Inner Mongolia,Mainland China,1/24/2020 12:00 AM,1.0,2.0,,
Washington,United States,1/24/2020 12:00 AM,1.0,,,
,Japan,1/24/2020 12:00 AM,2.0,,,
,Thailand,1/24/2020 12:00 AM,4.0,,,
,South Korea,1/24/2020 12:00 AM,1.0,,,
,Singapore,1/24/2020 12:00 AM,1.0,,,
,Vietnam,1/24/2020 12:00 AM,2.0,,,
Anhui,Mainland China,1/23/20 12:00 PM,9.0,4.0,,
Beijing,Mainland China,1/23/20 12:00 PM,22.0,,,
Chongqing,Mainland China,1/23/20 12:00 PM,9.0,,,
Fujian,Mainland China,1/23/20 12:00 PM,5.0,2.0,,
Gansu,Mainland China,1/23/20 12:00 PM,2.0,,,
Guangdong,Mainland China,1/23/20 12:00 PM,32.0,1.0,2.0,
Guangxi,Mainland China,1/23/20 12:00 PM,5.0,,,
Guizhou,Mainland China,1/23/20 12:00 PM,3.0,,,
Hainan,Mainland China,1/23/20 12:00 PM,5.0,32.0,,
Hebei,Mainland China,1/23/20 12:00 PM,1.0,,,1.0
Heilongjiang,Mainland China,1/23/20 12:00 PM,2.0,,,
Henan,Mainland China,1/23/20 12:00 PM,5.0,,,
Hong Kong,Hong Kong,1/23/20 12:00 PM,2.0,65.0,,
Hubei,Mainland China,1/23/20 12:00 PM,444.0,,28.0,17.0
Hunan,Mainland China,1/23/20 12:00 PM,9.0,,,
Inner Mongolia,Mainland China,1/23/20 12:00 PM,,1.0,,
Jiangsu,Mainland China,1/23/20 12:00 PM,5.0,,,
Jiangxi,Mainland China,1/23/20 12:00 PM,7.0,,,
Jilin,Mainland China,1/23/20 12:00 PM,1.0,,,
Liaoning,Mainland China,1/23/20 12:00 PM,3.0,,,
Macau,Macau,1/23/20 12:00 PM,2.0,,,
Ningxia,Mainland China,1/23/20 12:00 PM,1.0,,,
Qinghai,Mainland China,1/23/20 12:00 PM,,,,
Shaanxi,Mainland China,1/23/20 12:00 PM,3.0,1.0,,
Shandong,Mainland China,1/23/20 12:00 PM,6.0,2.0,,
Shanghai,Mainland China,1/23/20 12:00 PM,16.0,22.0,,
Shanxi,Mainland China,1/23/20 12:00 PM,1.0,,,
Sichuan,Mainland China,1/23/20 12:00 PM,8.0,2.0,,
Taiwan,Taiwan,1/23/20 12:00 PM,1.0,,,
Tianjin,Mainland China,1/23/20 12:00 PM,4.0,,,
Tibet,Mainland China,1/23/20 12:00 PM,,,,
Washington,United States,1/23/20 12:00 PM,1.0,,,
Xinjiang,Mainland China,1/23/20 12:00 PM,2.0,,,
Yunnan,Mainland China,1/23/20 12:00 PM,2.0,,,
Zhejiang,Mainland China,1/23/20 12:00 PM,27.0,,,
,Japan,1/23/20 12:00 PM,1.0,,,
,Thailand,1/23/20 12:00 PM,3.0,,,
,South Korea,1/23/20 12:00 PM,1.0,,,
,Singapore,1/23/20 12:00 PM,1.0,,,
,Philippines,1/23/20 12:00 PM,,4.0,,
,Malaysia,1/23/20 12:00 PM,,4.0,,
,Vietnam,1/23/20 12:00 PM,2.0,,,
,Australia,1/23/20 12:00 PM,,1.0,,
,Mexico,1/23/20 12:00 PM,,1.0,,
,Brazil,1/23/20 12:00 PM,,1.0,,
,Colombia,1/23/20 12:00 PM,,1.0,,
Anhui,Mainland China,1/22/2020 12:00,1.0,4.0,,
Beijing,Mainland China,1/22/2020 12:00,14.0,,,
Chongqing,Mainland China,1/22/2020 12:00,6.0,,,
Fujian,Mainland China,1/22/2020 12:00,1.0,,,
Gansu,Mainland China,1/22/2020 12:00,,,,
Guangdong,Mainland China,1/22/2020 12:00,26.0,1.0,,
Guangxi,Mainland China,1/22/2020 12:00,2.0,1.0,,
Guizhou,Mainland China,1/22/2020 12:00,1.0,,,
Hainan,Mainland China,1/22/2020 12:00,4.0,,,
Hebei,Mainland China,1/22/2020 12:00,1.0,,,
Heilongjiang,Mainland China,1/22/2020 12:00,,1.0,,
Henan,Mainland China,1/22/2020 12:00,5.0,,,
Hong Kong,Hong Kong,1/22/2020 12:00,,117.0,,
Hubei,Mainland China,1/22/2020 12:00,444.0,,,
Hunan,Mainland China,1/22/2020 12:00,4.0,,,
Inner Mongolia,Mainland China,1/22/2020 12:00,,,,
Jiangsu,Mainland China,1/22/2020 12:00,1.0,,,
Jiangxi,Mainland China,1/22/2020 12:00,2.0,,,
Jilin,Mainland China,1/22/2020 12:00,,1.0,,
Liaoning,Mainland China,1/22/2020 12:00,2.0,,,
Macau,Macau,1/22/2020 12:00,1.0,,,
Ningxia,Mainland China,1/22/2020 12:00,1.0,,,
Qinghai,Mainland China,1/22/2020 12:00,,,,
Shaanxi,Mainland China,1/22/2020 12:00,,,,
Shandong,Mainland China,1/22/2020 12:00,2.0,,,
Shanghai,Mainland China,1/22/2020 12:00,9.0,10.0,,
Shanxi,Mainland China,1/22/2020 12:00,1.0,,,
Sichuan,Mainland China,1/22/2020 12:00,5.0,2.0,,
Taiwan,Taiwan,1/22/2020 12:00,1.0,,,
Tianjin,Mainland China,1/22/2020 12:00,4.0,,,
Tibet,Mainland China,1/22/2020 12:00,,,,
Washington,United States,1/22/2020 12:00,1.0,,,
Xinjiang,Mainland China,1/22/2020 12:00,,,,
Yunnan,Mainland China,1/22/2020 12:00,1.0,,,
Zhejiang,Mainland China,1/22/2020 12:00,10.0,,,
,Japan,1/22/2020 12:00,2.0,,,
,Thailand,1/22/2020 12:00,2.0,,,
,South Korea,1/22/2020 12:00,1.0,,,
Shanghai,Mainland China,1/21/2020,9.0,10.0,,
Yunnan,Mainland China,1/21/2020,1.0,,,
Beijing,Mainland China,1/21/2020,10.0,,,
Taiwan,Taiwan,1/21/2020,1.0,,,
Jilin,Mainland China,1/21/2020,,1.0,,
Sichuan,Mainland China,1/21/2020,2.0,1.0,,
Tianjin,Mainland China,1/21/2020,2.0,,,
Ningxia,Mainland China,1/21/2020,,1.0,,
Anhui,Mainland China,1/21/2020,,3.0,,
Shandong,Mainland China,1/21/2020,1.0,,,
Guangdong,Mainland China,1/21/2020,17.0,4.0,,
Guangxi,Mainland China,1/21/2020,,1.0,,
Jiangxi,Mainland China,1/21/2020,2.0,,,
Henan,Mainland China,1/21/2020,1.0,,,
Zhejiang,Mainland China,1/21/2020,5.0,16.0,,
Hainan,Mainland China,1/21/2020,,1.0,,
Hubei,Mainland China,1/21/2020,270.0,11.0,,
Hunan,Mainland China,1/21/2020,1.0,,,
Guizhou,Mainland China,1/21/2020,,1.0,,
Liaoning,Mainland China,1/21/2020,,1.0,,
Chongqing,Mainland China,1/21/2020,5.0,,,
Hong Kong,Hong Kong,1/21/2020,,117.0,,
Heilongjiang,Mainland China,1/21/2020,,1.0,,
,Japan,1/21/2020,1.0,,,
,Thailand,1/21/2020,2.0,,,
,South Korea,1/21/2020,1.0,,,
Washington,United States,1/21/2020,1.0,,,
Hubei,Mainland China,1/28/2020 18:00,3554.0,,80.0,125.0
Guangdong,Mainland China,1/28/2020 18:00,207.0,,4.0,
Zhejiang,Mainland China,1/28/2020 18:00,173.0,,3.0,
Henan,Mainland China,1/28/2020 18:00,168.0,,,1.0
Hunan,Mainland China,1/28/2020 18:00,143.0,,,
Chongqing,Mainland China,1/28/2020 18:00,132.0,,,
Jiangxi,Mainland China,1/28/2020 18:00,109.0,,3.0,
Anhui,Mainland China,1/28/2020 18:00,106.0,,,
Shandong,Mainland China,1/28/2020 18:00,95.0,,,
Beijing,Mainland China,1/28/2020 18:00,91.0,,4.0,1.0
Sichuan,Mainland China,1/28/2020 18:00,90.0,,,
Fujian,Mainland China,1/28/2020 18:00,80.0,,,
Jiangsu,Mainland China,1/28/2020 18:00,70.0,,1.0,
Shanghai,Mainland China,1/28/2020 18:00,66.0,,4.0,1.0
Guangxi,Mainland China,1/28/2020 18:00,51.0,,2.0,
Shaanxi,Mainland China,1/28/2020 18:00,46.0,,,
Yunnan,Mainland China,1/28/2020 18:00,44.0,,,
Hainan,Mainland China,1/28/2020 18:00,40.0,,,1.0
Liaoning,Mainland China,1/28/2020 18:00,34.0,,,
Hebei,Mainland China,1/28/2020 18:00,33.0,,,1.0
Heilongjiang,Mainland China,1/28/2020 18:00,33.0,,,1.0
Shanxi,Mainland China,1/28/2020 18:00,27.0,,,
Tianjin,Mainland China,1/28/2020 18:00,24.0,,,
Gansu,Mainland China,1/28/2020 18:00,19.0,,,
Inner Mongolia,Mainland China,1/28/2020 18:00,15.0,,,
Ningxia,Mainland China,1/28/2020 18:00,11.0,,,
Xinjiang,Mainland China,1/28/2020 18:00,10.0,,,
Guizhou,Mainland China,1/28/2020 18:00,9.0,,,
Jilin,Mainland China,1/28/2020 18:00,8.0,,,
Taiwan,Taiwan,1/28/2020 18:00,8.0,,,
Hong Kong,Hong Kong,1/28/2020 18:00,8.0,,,
Macau,Macau,1/28/2020 18:00,7.0,,,
Qinghai,Mainland China,1/28/2020 18:00,6.0,,,
Washington,United States,1/28/2020 18:00,1.0,,,
Illinois,United States,1/28/2020 18:00,1.0,,,
California,United States,1/28/2020 18:00,2.0,,,
Arizona,United States,1/28/2020 18:00,1.0,,,
,Japan,1/28/2020 18:00,7.0,,1.0,
,Thailand,1/28/2020 18:00,14.0,,5.0,
,South Korea,1/28/2020 18:00,4.0,,,
,Singapore,1/28/2020 18:00,7.0,,,
,Vietnam,1/28/2020 18:00,2.0,,,
,France,1/28/2020 18:00,4.0,,,
,Nepal,1/28/2020 18:00,1.0,,,
,Malaysia,1/28/2020 18:00,4.0,,,
Ontario,Canada,1/28/2020 18:00,1.0,,,
British Columbia,Canada,1/28/2020 18:00,1.0,,,
,Cambodia,1/28/2020 18:00,1.0,,,
,Sri Lanka,1/28/2020 18:00,1.0,,,
New South Wales,Australia,1/28/2020 18:00,4.0,,,
Victoria,Australia,1/28/2020 18:00,1.0,,,
Bavaria,Germany,1/28/2020 18:00,4.0,,,
Hubei,Mainland China,1/28/2020 13:00,2714.0,,52.0,100.0
Guangdong,Mainland China,1/28/2020 13:00,207.0,,4.0,
Zhejiang,Mainland China,1/28/2020 13:00,173.0,,3.0,
Henan,Mainland China,1/28/2020 13:00,168.0,,,1.0
Hunan,Mainland China,1/28/2020 13:00,143.0,,,
Chongqing,Mainland China,1/28/2020 13:00,132.0,,,
Anhui,Mainland China,1/28/2020 13:00,106.0,,,
Shandong,Mainland China,1/28/2020 13:00,95.0,,,
Beijing,Mainland China,1/28/2020 13:00,91.0,,4.0,1.0
Sichuan,Mainland China,1/28/2020 13:00,90.0,,,
Fujian,Mainland China,1/28/2020 13:00,80.0,,,
Jiangxi,Mainland China,1/28/2020 13:00,72.0,,3.0,
Jiangsu,Mainland China,1/28/2020 13:00,70.0,,1.0,
Shanghai,Mainland China,1/28/2020 13:00,66.0,,4.0,1.0
Guangxi,Mainland China,1/28/2020 13:00,51.0,,2.0,
Shaanxi,Mainland China,1/28/2020 13:00,46.0,,,
Yunnan,Mainland China,1/28/2020 13:00,44.0,,,
Hainan,Mainland China,1/28/2020 13:00,40.0,,,1.0
Liaoning,Mainland China,1/28/2020 13:00,34.0,,,
Heilongjiang,Mainland China,1/28/2020 13:00,33.0,,,1.0
Hebei,Mainland China,1/28/2020 13:00,33.0,,,1.0
Tianjin,Mainland China,1/28/2020 13:00,24.0,,,
Shanxi,Mainland China,1/28/2020 13:00,20.0,,,
Gansu,Mainland China,1/28/2020 13:00,19.0,,,
Inner Mongolia,Mainland China,1/28/2020 13:00,15.0,,,
Ningxia,Mainland China,1/28/2020 13:00,11.0,,,
Xinjiang,Mainland China,1/28/2020 13:00,10.0,,,
Guizhou,Mainland China,1/28/2020 13:00,9.0,,,
Jilin,Mainland China,1/28/2020 13:00,8.0,,,
Taiwan,Taiwan,1/28/2020 13:00,8.0,,,
Hong Kong,Hong Kong,1/28/2020 13:00,8.0,,,
Macau,Macau,1/28/2020 13:00,7.0,,,
Qinghai,Mainland China,1/28/2020 13:00,6.0,,,
Washington,United States,1/28/2020 13:00,1.0,,,
Illinois,United States,1/28/2020 13:00,1.0,,,
California,United States,1/28/2020 13:00,2.0,,,
Arizona,United States,1/28/2020 13:00,1.0,,,
,Japan,1/28/2020 13:00,7.0,,1.0,
,Thailand,1/28/2020 13:00,14.0,,5.0,
,South Korea,1/28/2020 13:00,4.0,,,
,Singapore,1/28/2020 13:00,7.0,,,
,Vietnam,1/28/2020 13:00,2.0,,,
,France,1/28/2020 13:00,3.0,,,
,Nepal,1/28/2020 13:00,1.0,,,
,Malaysia,1/28/2020 13:00,4.0,,,
Ontario,Canada,1/28/2020 13:00,2.0,,,
,Cambodia,1/28/2020 13:00,1.0,,,
,Sri Lanka,1/28/2020 13:00,1.0,,,
New South Wales,Australia,1/28/2020 13:00,4.0,,,
Victoria,Australia,1/28/2020 13:00,1.0,,,
Bavaria,Germany,1/28/2020 13:00,1.0,,,
Hubei,Mainland China,1/27/2020 20:30,2714.0,,47.0,100.0
Zhejiang,Mainland China,1/27/2020 20:30,173.0,,1.0,
Henan,Mainland China,1/27/2020 20:30,168.0,,,1.0
Guangdong,Mainland China,1/27/2020 20:30,151.0,,4.0,
Chongqing,Mainland China,1/27/2020 20:30,132.0,,,
Anhui,Mainland China,1/27/2020 20:30,106.0,,,
Hunan,Mainland China,1/27/2020 20:30,100.0,,,
Sichuan,Mainland China,1/27/2020 20:30,90.0,,,
Shandong,Mainland China,1/27/2020 20:30,87.0,,,1.0
Beijing,Mainland China,1/27/2020 20:30,80.0,,2.0,1.0
Jiangxi,Mainland China,1/27/2020 20:30,72.0,,2.0,
Jiangsu,Mainland China,1/27/2020 20:30,70.0,,1.0,
Shanghai,Mainland China,1/27/2020 20:30,66.0,,3.0,1.0
Fujian,Mainland China,1/27/2020 20:30,59.0,,,
Guangxi,Mainland China,1/27/2020 20:30,51.0,,,
Shaanxi,Mainland China,1/27/2020 20:30,35.0,,,
Hainan,Mainland China,1/27/2020 20:30,33.0,,,1.0
Hebei,Mainland China,1/27/2020 20:30,33.0,,,1.0
Heilongjiang,Mainland China,1/27/2020 20:30,30.0,,,1.0
Liaoning,Mainland China,1/27/2020 20:30,27.0,,,
Yunnan,Mainland China,1/27/2020 20:30,26.0,,,
Tianjin,Mainland China,1/27/2020 20:30,23.0,,,
Shanxi,Mainland China,1/27/2020 20:30,20.0,,,
Gansu,Mainland China,1/27/2020 20:30,19.0,,,
Inner Mongolia,Mainland China,1/27/2020 20:30,11.0,,,
Guizhou,Mainland China,1/27/2020 20:30,9.0,,,
Hong Kong,Hong Kong,1/27/2020 20:30,8.0,,,
Ningxia,Mainland China,1/27/2020 20:30,7.0,,,
Jilin,Mainland China,1/27/2020 20:30,6.0,,,
Macau,Macau,1/27/2020 20:30,6.0,,,
Qinghai,Mainland China,1/27/2020 20:30,6.0,,,
Taiwan,Taiwan,1/27/2020 20:30,5.0,,,
Xinjiang,Mainland China,1/27/2020 20:30,5.0,,,
Washington,United States,1/27/2020 20:30,1.0,,,
Illinois,United States,1/27/2020 20:30,1.0,,,
California,United States,1/27/2020 20:30,2.0,,,
Arizona,United States,1/27/2020 20:30,1.0,,,
,Japan,1/27/2020 20:30,4.0,,1.0,
,Thailand,1/27/2020 20:30,8.0,,2.0,
,South Korea,1/27/2020 20:30,4.0,,,
,Singapore,1/27/2020 20:30,5.0,,,
,Vietnam,1/27/2020 20:30,2.0,,,
,France,1/27/2020 20:30,3.0,,,
,Nepal,1/27/2020 20:30,1.0,,,
,Malaysia,1/27/2020 20:30,4.0,,,
Ontario,Canada,1/27/2020 20:30,1.0,,,
,Cambodia,1/27/2020 20:30,1.0,,,
,Sri Lanka,1/27/2020 20:30,1.0,,,
,Ivory Coast,1/27/2020 20:30,,,,
New South Wales,Australia,1/27/2020 20:30,4.0,,,
Victoria,Australia,1/27/2020 20:30,1.0,,,
Bavaria,Germany,1/27/2020 20:30,1.0,,,
Hubei,Mainland China,1/27/2020 19:00,1423.0,,45.0,76.0
Guangdong,Mainland China,1/27/2020 19:00,151.0,,4.0,
Zhejiang,Mainland China,1/27/2020 19:00,128.0,,1.0,
Henan,Mainland China,1/27/2020 19:00,128.0,,,1.0
Chongqing,Mainland China,1/27/2020 19:00,110.0,,,
Hunan,Mainland China,1/27/2020 19:00,100.0,,,
Beijing,Mainland China,1/27/2020 19:00,80.0,,2.0,1.0
Shandong,Mainland China,1/27/2020 19:00,75.0,,,
Jiangxi,Mainland China,1/27/2020 19:00,72.0,,2.0,
Anhui,Mainland China,1/27/2020 19:00,70.0,,,
Sichuan,Mainland China,1/27/2020 19:00,69.0,,,
Fujian,Mainland China,1/27/2020 19:00,59.0,,,
Shanghai,Mainland China,1/27/2020 19:00,53.0,,3.0,1.0
Jiangsu,Mainland China,1/27/2020 19:00,47.0,,1.0,
Guangxi,Mainland China,1/27/2020 19:00,46.0,,,
Shaanxi,Mainland China,1/27/2020 19:00,35.0,,,
Hainan,Mainland China,1/27/2020 19:00,33.0,,,1.0
Liaoning,Mainland China,1/27/2020 19:00,27.0,,,
Yunnan,Mainland China,1/27/2020 19:00,26.0,,,
Tianjin,Mainland China,1/27/2020 19:00,23.0,,,
Heilongjiang,Mainland China,1/27/2020 19:00,21.0,,,1.0
Hebei,Mainland China,1/27/2020 19:00,18.0,,,1.0
Gansu,Mainland China,1/27/2020 19:00,14.0,,,
Shanxi,Mainland China,1/27/2020 19:00,13.0,,,
Inner Mongolia,Mainland China,1/27/2020 19:00,11.0,,,
Hong Kong,Hong Kong,1/27/2020 19:00,8.0,,,
Guizhou,Mainland China,1/27/2020 19:00,7.0,,,
Ningxia,Mainland China,1/27/2020 19:00,7.0,,,
Jilin,Mainland China,1/27/2020 19:00,6.0,,,
Macau,Macau,1/27/2020 19:00,6.0,,,
Qinghai,Mainland China,1/27/2020 19:00,6.0,,,
Taiwan,Taiwan,1/27/2020 19:00,5.0,,,
Xinjiang,Mainland China,1/27/2020 19:00,5.0,,,
Washington,United States,1/27/2020 19:00,1.0,,,
Illinois,United States,1/27/2020 19:00,1.0,,,
California,United States,1/27/2020 19:00,2.0,,,
Arizona,United States,1/27/2020 19:00,1.0,,,
,Japan,1/27/2020 19:00,4.0,,1.0,
,Thailand,1/27/2020 19:00,8.0,,2.0,
,South Korea,1/27/2020 19:00,4.0,,,
,Singapore,1/27/2020 19:00,5.0,,,
,Vietnam,1/27/2020 19:00,2.0,,,
,France,1/27/2020 19:00,3.0,,,
,Nepal,1/27/2020 19:00,1.0,,,
,Malaysia,1/27/2020 19:00,4.0,,,
Ontario,Canada,1/27/2020 19:00,1.0,,,
,Cambodia,1/27/2020 19:00,1.0,,,
,Sri Lanka,1/27/2020 19:00,1.0,,,
,Ivory Coast,1/27/2020 19:00,1.0,,,
New South Wales,Australia,1/27/2020 19:00,4.0,,,
Victoria,Australia,1/27/2020 19:00,1.0,,,
Hubei,Mainland China,1/27/2020 9:00,1423.0,,45.0,76.0
Guangdong,Mainland China,1/27/2020 9:00,151.0,,3.0,
Zhejiang,Mainland China,1/27/2020 9:00,128.0,,1.0,
Henan,Mainland China,1/27/2020 9:00,128.0,,,
Chongqing,Mainland China,1/27/2020 9:00,110.0,,,1.0
Hunan,Mainland China,1/27/2020 9:00,100.0,,,
Shandong,Mainland China,1/27/2020 9:00,75.0,,,
Beijing,Mainland China,1/27/2020 9:00,72.0,,2.0,
Anhui,Mainland China,1/27/2020 9:00,70.0,,,
Sichuan,Mainland China,1/27/2020 9:00,69.0,,,
Fujian,Mainland China,1/27/2020 9:00,56.0,,,
Shanghai,Mainland China,1/27/2020 9:00,53.0,,3.0,1.0
Jiangxi,Mainland China,1/27/2020 9:00,48.0,,1.0,
Jiangsu,Mainland China,1/27/2020 9:00,47.0,,1.0,
Guangxi,Mainland China,1/27/2020 9:00,46.0,,,
Shaanxi,Mainland China,1/27/2020 9:00,35.0,,,
Hainan,Mainland China,1/27/2020 9:00,33.0,,,1.0
Liaoning,Mainland China,1/27/2020 9:00,27.0,,,
Yunnan,Mainland China,1/27/2020 9:00,26.0,,,
Tianjin,Mainland China,1/27/2020 9:00,22.0,,,
Heilongjiang,Mainland China,1/27/2020 9:00,21.0,,,1.0
Hebei,Mainland China,1/27/2020 9:00,18.0,,,1.0
Gansu,Mainland China,1/27/2020 9:00,14.0,,,
Shanxi,Mainland China,1/27/2020 9:00,13.0,,,
Inner Mongolia,Mainland China,1/27/2020 9:00,11.0,,,
Hong Kong,Hong Kong,1/27/2020 9:00,8.0,,,
Guizhou,Mainland China,1/27/2020 9:00,7.0,,,
Ningxia,Mainland China,1/27/2020 9:00,7.0,,,
Jilin,Mainland China,1/27/2020 9:00,6.0,,,
Macau,Macau,1/27/2020 9:00,6.0,,,
Taiwan,Taiwan,1/27/2020 9:00,5.0,,,
Xinjiang,Mainland China,1/27/2020 9:00,5.0,,,
Qinghai,Mainland China,1/27/2020 9:00,4.0,,,
Washington,United States,1/27/2020 9:00,1.0,,,
Illinois,United States,1/27/2020 9:00,1.0,,,
California,United States,1/27/2020 9:00,2.0,,,
Arizona,United States,1/27/2020 9:00,1.0,,,
,Japan,1/27/2020 9:00,4.0,,1.0,
,Thailand,1/27/2020 9:00,8.0,,2.0,
,South Korea,1/27/2020 9:00,4.0,,,
,Singapore,1/27/2020 9:00,4.0,,,
,Vietnam,1/27/2020 9:00,2.0,,,
,France,1/27/2020 9:00,3.0,,,
,Australia,1/27/2020 9:00,5.0,,,
,Nepal,1/27/2020 9:00,1.0,,,
,Malaysia,1/27/2020 9:00,4.0,,,
Ontario,Canada,1/27/2020 9:00,1.0,,,
,Cambodia,1/27/2020 9:00,1.0,,,
Hubei,Mainland China,1/26/2020 23:00,1423.0,,44.0,76.0
Guangdong,Mainland China,1/26/2020 23:00,146.0,,2.0,
Zhejiang,Mainland China,1/26/2020 23:00,128.0,,1.0,
Henan,Mainland China,1/26/2020 23:00,128.0,,,1.0
Chongqing,Mainland China,1/26/2020 23:00,110.0,,,
Hunan,Mainland China,1/26/2020 23:00,100.0,,,
Anhui,Mainland China,1/26/2020 23:00,70.0,,,
Sichuan,Mainland China,1/26/2020 23:00,69.0,,,
Beijing,Mainland China,1/26/2020 23:00,68.0,,2.0,
Shandong,Mainland China,1/26/2020 23:00,63.0,,,
Shanghai,Mainland China,1/26/2020 23:00,53.0,,1.0,1.0
Jiangxi,Mainland China,1/26/2020 23:00,48.0,,,
Jiangsu,Mainland China,1/26/2020 23:00,47.0,,1.0,
Guangxi,Mainland China,1/26/2020 23:00,46.0,,,
Fujian,Mainland China,1/26/2020 23:00,35.0,,,
Liaoning,Mainland China,1/26/2020 23:00,23.0,,,
Hainan,Mainland China,1/26/2020 23:00,22.0,,,
Shaanxi,Mainland China,1/26/2020 23:00,22.0,,,
Heilongjiang,Mainland China,1/26/2020 23:00,21.0,,,1.0
Yunnan,Mainland China,1/26/2020 23:00,19.0,,,
Hebei,Mainland China,1/26/2020 23:00,18.0,,,1.0
Tianjin,Mainland China,1/26/2020 23:00,14.0,,,
Gansu,Mainland China,1/26/2020 23:00,14.0,,,
Shanxi,Mainland China,1/26/2020 23:00,13.0,,,
Inner Mongolia,Mainland China,1/26/2020 23:00,11.0,,,
Hong Kong,Hong Kong,1/26/2020 23:00,8.0,,,
Guizhou,Mainland China,1/26/2020 23:00,7.0,,,
Jilin,Mainland China,1/26/2020 23:00,6.0,,,
Macau,Macau,1/26/2020 23:00,6.0,,,
Xinjiang,Mainland China,1/26/2020 23:00,5.0,,,
Ningxia,Mainland China,1/26/2020 23:00,4.0,,,
Taiwan,Taiwan,1/26/2020 23:00,4.0,,,
Qinghai,Mainland China,1/26/2020 23:00,4.0,,,
Washington,United States,1/26/2020 23:00,1.0,,,
Illinois,United States,1/26/2020 23:00,1.0,,,
California,United States,1/26/2020 23:00,2.0,,,
Arizona,United States,1/26/2020 23:00,1.0,,,
,Japan,1/26/2020 23:00,4.0,,1.0,
,Thailand,1/26/2020 23:00,8.0,,2.0,
,South Korea,1/26/2020 23:00,3.0,,,
,Singapore,1/26/2020 23:00,4.0,,,
,Vietnam,1/26/2020 23:00,2.0,,,
,France,1/26/2020 23:00,3.0,,,
,Australia,1/26/2020 23:00,4.0,,,
,Nepal,1/26/2020 23:00,1.0,,,
,Malaysia,1/26/2020 23:00,4.0,,,
Ontario,Canada,1/26/2020 23:00,1.0,,,
Hubei,Mainland China,1/26/2020 11:00 AM,1058.0,,42.0,52.0
Guangdong,Mainland China,1/26/2020 11:00 AM,111.0,,2.0,
Zhejiang,Mainland China,1/26/2020 11:00 AM,104.0,,1.0,
Henan,Mainland China,1/26/2020 11:00 AM,83.0,3.0,,1.0
Chongqing,Mainland China,1/26/2020 11:00 AM,75.0,,,
Hunan,Mainland China,1/26/2020 11:00 AM,69.0,,,
Beijing,Mainland China,1/26/2020 11:00 AM,68.0,,2.0,
Anhui,Mainland China,1/26/2020 11:00 AM,60.0,4.0,,
Shandong,Mainland China,1/26/2020 11:00 AM,46.0,,,
Sichuan,Mainland China,1/26/2020 11:00 AM,44.0,4.0,,
Shanghai,Mainland China,1/26/2020 11:00 AM,40.0,72.0,1.0,1.0
Guangxi,Mainland China,1/26/2020 11:00 AM,36.0,,,
Jiangxi,Mainland China,1/26/2020 11:00 AM,36.0,,,
Fujian,Mainland China,1/26/2020 11:00 AM,35.0,20.0,,
Jiangsu,Mainland China,1/26/2020 11:00 AM,33.0,,1.0,
Hainan,Mainland China,1/26/2020 11:00 AM,22.0,,,
Shaanxi,Mainland China,1/26/2020 11:00 AM,22.0,,,
Liaoning,Mainland China,1/26/2020 11:00 AM,21.0,,,
Yunnan,Mainland China,1/26/2020 11:00 AM,16.0,36.0,,
Heilongjiang,Mainland China,1/26/2020 11:00 AM,15.0,,,1.0
Tianjin,Mainland China,1/26/2020 11:00 AM,14.0,,,
Hebei,Mainland China,1/26/2020 11:00 AM,13.0,,,1.0
Shanxi,Mainland China,1/26/2020 11:00 AM,9.0,,,
Hong Kong,Hong Kong,1/26/2020 11:00 AM,8.0,244.0,,
Inner Mongolia,Mainland China,1/26/2020 11:00 AM,7.0,,,
Gansu,Mainland China,1/26/2020 11:00 AM,7.0,,,
Guizhou,Mainland China,1/26/2020 11:00 AM,5.0,,,
Macau,Macau,1/26/2020 11:00 AM,5.0,,,
Ningxia,Mainland China,1/26/2020 11:00 AM,4.0,,,
Jilin,Mainland China,1/26/2020 11:00 AM,4.0,,,
Taiwan,Taiwan,1/26/2020 11:00 AM,4.0,,,
Xinjiang,Mainland China,1/26/2020 11:00 AM,4.0,,,
Qinghai,Mainland China,1/26/2020 11:00 AM,1.0,,,
Washington,United States,1/26/2020 11:00 AM,1.0,,,
Illinois,United States,1/26/2020 11:00 AM,1.0,,,
California,United States,1/26/2020 11:00 AM,1.0,,,
,Japan,1/26/2020 11:00 AM,4.0,,1.0,
,Thailand,1/26/2020 11:00 AM,8.0,,2.0,
,South Korea,1/26/2020 11:00 AM,3.0,,,
,Singapore,1/26/2020 11:00 AM,4.0,,,
,Vietnam,1/26/2020 11:00 AM,2.0,,,
,France,1/26/2020 11:00 AM,3.0,,,
,Australia,1/26/2020 11:00 AM,4.0,,,
,Nepal,1/26/2020 11:00 AM,1.0,,,
,Malaysia,1/26/2020 11:00 AM,4.0,,,
Ontario,Canada,1/26/2020 11:00 AM,1.0,,,
Hubei,Mainland China,1/25/2020 10:00 PM,1052.0,,42.0,52.0
Zhejiang,Mainland China,1/25/2020 10:00 PM,104.0,,1.0,
Guangdong,Mainland China,1/25/2020 12:00 PM,98.0,,2.0,
Henan,Mainland China,1/25/2020 12:00 PM,83.0,3.0,,1.0
Chongqing,Mainland China,1/25/2020 12:00 PM,75.0,,,
